"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"229991_s_at",-1.78864895703117,4.11775435643802,-10.597990290774,6.30129890867536e-19,5.19643314980129e-17,32.4632450572905
"213924_at",-2.7847340164452,5.25147639934711,-10.5973373602184,6.32406143206924e-19,5.20735028310822e-17,32.4596781833209
"231174_s_at",-1.58730462563521,2.61186436168595,-10.5965139849815,6.3528832418759e-19,5.22321640976789e-17,32.4551801996794
"244057_s_at",-1.2841707585385,4.36456867654545,-10.5909112204819,6.55252288743283e-19,5.379267100156e-17,32.4245732988962
"203457_at",-1.16921779342256,3.40152509054545,-10.5887724281043,6.63037657881043e-19,5.43502008165608e-17,32.4128895596273
"227894_at",2.77006054149092,7.41834196841322,10.5825246799573,6.86313593037669e-19,5.6095305850997e-17,32.3787598500216
"212285_s_at",2.34028477010574,5.66252263950413,10.5825074824338,6.86378776667892e-19,5.6095305850997e-17,32.3786659054147
"201613_s_at",2.21614864744057,7.41722308370248,10.5756395169938,7.12911430713314e-19,5.81767648869409e-17,32.3411486952231
"222407_s_at",-2.41160833720877,5.00155906919835,-10.5615925826551,7.7041425525319e-19,6.27755579820688e-17,32.2644173101889
"225940_at",-2.02897855853229,5.37706106790909,-10.5604505413434,7.75288294730358e-19,6.3078701658307e-17,32.2581790265062
"201291_s_at",4.55336596833538,7.62158575540496,10.5534249790165,8.05957705463979e-19,6.54765788205692e-17,32.2198030114578
"1553645_at",-1.40378551555096,2.59138163326446,-10.5524022681438,8.1052225621905e-19,6.57497097311225e-17,32.2142166741853
"218730_s_at",-3.59825554362619,3.4308799704876,-10.5520840625516,8.11947731844044e-19,6.57677662793676e-17,32.2124785478935
"225863_s_at",-2.11146467439995,7.06036615158678,-10.5511674946437,8.16067731187376e-19,6.59972385421047e-17,32.207472010456
"212741_at",-5.074893274952,5.19606401054545,-10.550917544193,8.17194887846454e-19,6.59972385421047e-17,32.2061067167671
"239185_at",-2.18464505812842,4.3884029972562,-10.5467999494096,8.35988858560212e-19,6.7415473217964e-17,32.1836154836558
"202193_at",2.46590132732971,8.03956317986777,10.5435938496589,8.50921166714441e-19,6.85185784832284e-17,32.1661032127061
"230604_at",-1.39576431253172,4.70273936040496,-10.539674648986,8.69537362824182e-19,6.9914640165312e-17,32.1446960665412
"206737_at",-2.74616768573478,3.82553211401653,-10.5382504689253,8.76402603426724e-19,7.03631605614627e-17,32.1369170799934
"226338_at",-2.5990957324124,4.83475548686777,-10.5367388885304,8.83748437785964e-19,7.08488941876065e-17,32.128660738965
"224965_at",-1.06295325315899,3.40204521730579,-10.5245039569583,9.45517257803136e-19,7.56898331923667e-17,32.0618341034402
"208079_s_at",3.66716885946659,7.39009409953719,10.5240802327805,9.47732090945289e-19,7.57562164801662e-17,32.0595197828867
"202022_at",-3.89527493270031,4.78470397557851,-10.5207442420919,9.65351643217396e-19,7.70519723984104e-17,32.0412991799977
"217626_at",-2.64991081316238,3.42836249898347,-10.5191840746518,9.73703917403363e-19,7.76053377318205e-17,32.0327778763598
"214004_s_at",1.8169811775141,8.72899022402479,10.5184454467931,9.77683278730491e-19,7.78090731653415e-17,32.02874366119
"201548_s_at",2.18982013037438,7.64205025942975,10.5127733437034,1.0087884562225e-18,8.01678907615776e-17,31.997764233264
"231672_at",-1.21650875500396,2.5228038668843,-10.5107247838665,1.02026404907262e-18,8.09621725443334e-17,31.9865757052354
"219064_at",-4.67855468343503,5.64651302483471,-10.5104554794211,1.02178230747265e-18,8.09651415377785e-17,31.9851048622438
"226549_at",2.83959074724375,5.51486109992562,10.5099488494265,1.0246446600361e-18,8.1074452659152e-17,31.9823378365922
"243041_s_at",-2.87726259628738,4.34631426891736,-10.5055936842221,1.04958337020459e-18,8.28264453467925e-17,31.9585517096221
"1554127_s_at",-2.41959683793047,3.10766237334711,-10.5055534315976,1.04981667353136e-18,8.28264453467925e-17,31.9583318677549
"208190_s_at",2.97633885241456,7.2524613265124,10.5050305138694,1.05285220815235e-18,8.29462456494661e-17,31.9554759269951
"1558662_s_at",-1.85873731608937,2.72971205373554,-10.5008298005777,1.07755781670054e-18,8.47704656519456e-17,31.9325336919343
"218585_s_at",2.91469621945076,6.15371609087603,10.4981341474226,1.09371612120654e-18,8.59180013318496e-17,31.9178115137717
"202871_at",2.58394783938458,7.49855947642149,10.4914201440191,1.13502191886088e-18,8.90348972937137e-17,31.8811438522663
"223641_at",-1.32554115010918,2.55091167621488,-10.4878177256541,1.15782372388423e-18,9.06934270821921e-17,31.8614700322584
"240856_at",-1.01736944223531,2.4907123856281,-10.4819875352134,1.19570052503729e-18,9.352636081032e-17,31.8296302066761
"237764_at",-1.43876317858429,3.06839921258678,-10.4747029531341,1.24477118246547e-18,9.7225520573285e-17,31.7898485154434
"1560297_at",2.25386902796885,7.24975455816529,10.4743844832325,1.246961804414e-18,9.72576842458425e-17,31.7881093475451
"214728_x_at",2.01802449041452,9.27277869139669,10.4702483608278,1.27576494164711e-18,9.93624618013618e-17,31.7655221031895
"204039_at",-3.1957324669339,6.83589587922314,-10.4665159706733,1.30232692677073e-18,1.01255138105543e-16,31.7451399004158
"208607_s_at",-5.36809249890224,7.03280368940496,-10.4663153995969,1.30376986239236e-18,1.01255138105543e-16,31.7440446095285
"232092_at",-1.4036789976471,3.66642814684298,-10.4659954923611,1.30607462619748e-18,1.0129025558489e-16,31.7422976419486
"210078_s_at",-2.56589200820762,4.08163097238017,-10.4574275606871,1.36934038317469e-18,1.05896301909584e-16,31.695510112853
"208485_x_at",-1.1704828964367,3.4761672465124,-10.4530949830272,1.40248911003976e-18,1.08259097152723e-16,31.6718514237901
"230744_at",-2.32832017323082,3.40962303695041,-10.4529188329716,1.40385367866997e-18,1.08259097152723e-16,31.6708895377088
"204239_s_at",-1.76575717900343,3.58794642430579,-10.4520011236966,1.41098432398959e-18,1.08655729456522e-16,31.6658782985203
"204753_s_at",-2.73237617643274,3.08313196054545,-10.4433386999358,1.48010099569849e-18,1.1381789302365e-16,31.6185771186862
"33322_i_at",3.71635346607968,10.830441731281,10.4404115364275,1.50421337097011e-18,1.15347638229721e-16,31.602593673335
"204796_at",-2.00630276336542,3.16532299038017,-10.4328739193564,1.56812675737727e-18,1.20080294761348e-16,31.5614361621868
"212119_at",-2.37721341007589,8.94002711478512,-10.4307471095423,1.58664657142071e-18,1.21328533276122e-16,31.5498233912026
"243864_at",-3.15847969360075,4.60048536801653,-10.4249403800825,1.63833110909598e-18,1.25105800823775e-16,31.5181180606372
"1556827_at",-1.16395184296495,2.55044141642975,-10.4215596334111,1.6691939931725e-18,1.2728477207351e-16,31.4996591653007
"213710_s_at",-1.73663441038183,3.63208917045455,-10.4167230827949,1.71435990353179e-18,1.30546835272424e-16,31.4732519915232
"235197_s_at",-1.6313976234135,2.76721834036364,-10.4099650117327,1.77952280558671e-18,1.35320458129977e-16,31.4363543086997
"224579_at",3.57616864158931,9.93324487735537,10.3982359273742,1.89854807066923e-18,1.44170994116445e-16,31.3723182721816
"230433_at",-1.84623402936147,3.56584660899174,-10.3975534253997,1.90571398324847e-18,1.44514441101401e-16,31.3685921822551
"205577_at",-1.90109932037843,2.65806300752893,-10.3959002405988,1.92318379152661e-18,1.45637221332018e-16,31.3595667347081
"227558_at",2.55846987039644,8.74706625767769,10.3901426278923,1.98528543916608e-18,1.50132062775111e-16,31.3281339282824
"203065_s_at",-4.54010439862396,6.71734592256198,-10.3854634242034,2.03722857277313e-18,1.5384733731543e-16,31.3025890857633
"228664_at",-1.81784534340333,4.40532754505785,-10.3839455717124,2.05436806515169e-18,1.54927688223681e-16,31.2943028899091
"37022_at",-1.21867735019461,3.8674822457686,-10.3825797822661,2.06991360999279e-18,1.55885022901317e-16,31.2868468755932
"213071_at",-4.25021409466185,7.42294281318182,-10.3807550501356,2.09086648980635e-18,1.5724638972512e-16,31.27688550352
"205808_at",-1.03813564310806,2.50864862704959,-10.3752850965252,2.15495502065457e-18,1.61843634277869e-16,31.2470250139705
"205560_at",-2.2177509003609,3.71958650564463,-10.3748093218355,2.16062136859314e-18,1.62046602644485e-16,31.2444277919868
"219667_s_at",-2.78448926898083,3.16597471115702,-10.3743561705485,2.16603212187832e-18,1.62207773589716e-16,31.241954074593
"241359_at",-3.09539005952382,5.33052923520661,-10.3741328307773,2.16870384076968e-18,1.62207773589716e-16,31.2407348820508
"226569_s_at",2.4568118049304,6.00498667657025,10.3714982887059,2.20046940906613e-18,1.64358831886189e-16,31.226353233172
"244444_at",-1.99155642838127,2.92165822705785,-10.3675548216544,2.24888810698452e-18,1.67746189971867e-16,31.2048266281466
"237326_at",-1.22577602959956,2.51922144754545,-10.3667174138148,2.25930623871235e-18,1.68293690192912e-16,31.200255432557
"230304_at",2.1112022242658,5.68828501490909,10.3656216204357,2.27301181059519e-18,1.69084245910602e-16,31.1942738016973
"215046_at",-1.25396439448928,3.11891685520661,-10.3648253402584,2.28302333488218e-18,1.69598234829733e-16,31.1899271481027
"209512_at",-3.44284147533605,5.20874212680165,-10.364082421713,2.29240368252762e-18,1.70064004534868e-16,31.1858717933565
"219295_s_at",-5.73619710181005,5.92681811481818,-10.3637706984939,2.29635107004366e-18,1.70126009152625e-16,31.1841701999621
"220416_at",-2.09791418603964,2.74836939209091,-10.3630962690983,2.30491470987982e-18,1.70529379922434e-16,31.1804887221967
"221950_at",-1.78820223021099,2.76920194333884,-10.3560727808449,2.39601529634065e-18,1.77029913955979e-16,31.1421505760393
"223427_s_at",-1.91891941878737,2.91432626607438,-10.3524627486737,2.44423166645281e-18,1.80348672555071e-16,31.1224454619499
"1552797_s_at",4.12231042542472,9.57910920240496,10.3514416628446,2.45804458258511e-18,1.80879660232625e-16,31.1168719931181
"235757_at",2.71561561032293,6.08539529633058,10.3509532052986,2.46467983330865e-18,1.81124153072783e-16,31.1142058180605
"1564164_at",2.89926918254351,6.73398171208264,10.3472355495872,2.51577082791561e-18,1.8463056378025e-16,31.0939137253118
"234312_s_at",-2.25016445988129,6.54038867735537,-10.341960855735,2.59008114476221e-18,1.89829338592324e-16,31.065123440662
"232164_s_at",5.03668817088741,8.50427170999174,10.332608645686,2.72726880831931e-18,1.99616361572769e-16,31.0140790328712
"232889_at",2.91681346376239,8.28628772340496,10.3312294820446,2.74810509192469e-18,2.00872521257998e-16,31.0065517411724
"227138_at",-1.14225029886485,4.33700505055372,-10.32791156791,2.79888585005415e-18,2.04311193393472e-16,30.9884432093718
"219970_at",-1.42416706091407,2.68666525368595,-10.3171742526337,2.9697367258356e-18,2.16493807313415e-16,30.9298430043553
"235658_at",-2.07024784191237,3.38735733207438,-10.3132728535782,3.03436387248761e-18,2.20441502498452e-16,30.90855140243
"227899_at",-2.50342714955829,3.1182282807438,-10.3131760917411,3.03598447885385e-18,2.20441502498452e-16,30.908023336922
"204505_s_at",-1.30223680207696,3.81825924447107,-10.3123000039291,3.05069697362981e-18,2.21215990760226e-16,30.9032422097754
"243249_at",2.07150123001126,8.62491337352893,10.2991950588516,3.27947141597415e-18,2.37490198236274e-16,30.8317262870585
"242181_at",-4.00980002236772,5.03206567047107,-10.2945736793007,3.36417158025313e-18,2.43301694643307e-16,30.806507756496
"206488_s_at",-6.34326023960134,6.60366996100826,-10.2912301252984,3.4268114810789e-18,2.47504514832218e-16,30.7882625979789
"210375_at",-3.91738803466295,5.21616490412397,-10.2890279504828,3.46870340432643e-18,2.50199681571963e-16,30.7762459069599
"211006_s_at",-3.36266107528512,3.43548574832231,-10.2879172133401,3.4900266805167e-18,2.5140607214394e-16,30.7701849572582
"227201_at",-1.04915237148191,2.75398236942975,-10.2871599417551,3.5046393728623e-18,2.52126523304271e-16,30.7660527799873
"203811_s_at",-1.32244707945648,2.72332958978512,-10.285977590645,3.52757694888195e-18,2.53443192746545e-16,30.7596011186796
"230998_at",2.18752210368944,6.2401568901157,10.2826693105576,3.59255766483218e-18,2.57435242889514e-16,30.741549244915
"226694_at",-2.44912402579024,8.46070974707438,-10.280507620312,3.63566195167591e-18,2.60183006816597e-16,30.7297539917806
"229966_at",1.93981804978898,7.14219609304132,10.2740895668196,3.76670716935181e-18,2.69208777103674e-16,30.6947347036595
"225939_at",-2.51774514393615,4.53581805905785,-10.2692364253065,3.86892423346128e-18,2.7615330608942e-16,30.668254951119
"214414_x_at",-5.10593570471899,7.89847127876859,-10.2658907937187,3.94099944007264e-18,2.80931087856547e-16,30.6500008888105
"227326_at",-2.43169106648367,5.52465109069422,-10.2614873309754,4.03791248072642e-18,2.8746466781734e-16,30.6259757095434
"211162_x_at",-2.95774917383319,3.41668710980992,-10.2577495757167,4.12204047072367e-18,2.93072253233832e-16,30.6055830654163
"239461_at",-2.2902727245815,3.48955557952066,-10.2562760451577,4.15568542175982e-18,2.95080649915218e-16,30.597543813754
"202503_s_at",3.85955836642757,8.08249448229752,10.2517277197617,4.26127719960052e-18,3.02185902578675e-16,30.5727295842586
"224663_s_at",-3.13159734468106,5.52937514717355,-10.2431270595825,4.4683282113459e-18,3.16458348387742e-16,30.5258088099558
"213007_at",2.54615128836875,6.33256736146281,10.2381336947186,4.59311874170127e-18,3.24875507377124e-16,30.4985686233996
"227126_at",-1.79658353435581,3.32992379632231,-10.2376876673628,4.6044335200158e-18,3.2525504225693e-16,30.4961354583394
"204570_at",-3.9990160447054,7.42506708689256,-10.2341847861378,4.69426789046757e-18,3.31173028272664e-16,30.4770267823462
"1554789_a_at",-2.06830804647514,2.77175600903306,-10.2333335696762,4.7163612406127e-18,3.32302900554767e-16,30.4723833428543
"225301_s_at",2.79159171456784,6.70575072764463,10.2322723970105,4.74404955208613e-18,3.33823564041582e-16,30.4665946107885
"243827_at",2.04410582055709,5.96384928401653,10.2222848451782,5.01273600909592e-18,3.52276788299897e-16,30.4121139238589
"238299_at",1.88215515535235,5.02486334070248,10.221541415578,5.03333346539172e-18,3.53270227497166e-16,30.4080587468413
"231854_at",-1.29046384624665,4.03468345547934,-10.212925536917,5.27830373985257e-18,3.69988790995435e-16,30.3610631055458
"228613_at",3.1673472655995,8.22000448381818,10.2095484877779,5.37753929335171e-18,3.76462177802823e-16,30.3426435161584
"213974_at",-1.35557585123364,2.57588179095868,-10.207068633069,5.45159548082862e-18,3.81158545926221e-16,30.3291177711068
"229598_at",-1.32730419356791,2.57703360342975,-10.1969563238114,5.76427890990125e-18,4.02505682501725e-16,30.2739648138637
"213517_at",2.38314907346036,8.07612245042149,10.1965429846588,5.77743414497123e-18,4.02909709025896e-16,30.2717105169744
"210511_s_at",3.72573423467927,6.88218739547934,10.1934435285635,5.87704015934124e-18,4.09333975429277e-16,30.254806676599
"206101_at",-4.66705612945314,6.37654549743802,-10.1921569099465,5.91888993364392e-18,4.11724309315498e-16,30.2477897994142
"214724_at",-2.33514237496781,5.76307996319008,-10.1906505762518,5.96826484301965e-18,4.14406049612887e-16,30.2395747250865
"201718_s_at",-2.77777245304642,3.58099345661983,-10.190518879527,5.9726011357102e-18,4.14406049612887e-16,30.2388564958405
"228573_at",-2.48662832695765,6.14067792495041,-10.1883367990895,6.04490893432219e-18,4.18891503148372e-16,30.2269562547907
"202870_s_at",3.82126383078391,6.7515147441405,10.1879976686506,6.05622498592137e-18,4.19144431778798e-16,30.2251067801414
"203945_at",-1.12270675605602,2.70672483129752,-10.1821390323196,6.25508990909572e-18,4.32360354968153e-16,30.1931568601693
"219616_at",-3.07862070176531,3.91732136555372,-10.1773096233136,6.42391458211154e-18,4.4290987361532e-16,30.1668206858798
"209895_at",-1.6306461945764,4.06571930802479,-10.1739226696164,6.54502283783121e-18,4.50691591509347e-16,30.1483511195014
"1566472_s_at",-2.87963786813015,4.18203878377686,-10.1719696557255,6.6158913892357e-18,4.54998568184229e-16,30.1377012223664
"208847_s_at",-1.46954777534681,10.2169213181074,-10.1659532525273,6.83906153394023e-18,4.69755891166058e-16,30.1048942643146
"227372_s_at",3.75851066422452,6.74238047976033,10.1651433428574,6.86967283645347e-18,4.71266452111786e-16,30.1004779893747
"219779_at",-1.4937764062868,3.22673593157851,-10.1601791491342,7.06031275888745e-18,4.83737594100465e-16,30.0734097415888
"202784_s_at",-1.82665023126646,4.06059948043802,-10.1598043004329,7.07492086537157e-18,4.84131787627273e-16,30.0713658402809
"43427_at",-4.19664285811209,7.78624027477686,-10.1551435945155,7.25909326224471e-18,4.96113655141537e-16,30.0459532760559
"206102_at",3.22427680552203,6.57139487815703,10.1526011360913,7.36157203925317e-18,5.02489327398461e-16,30.0320908124535
"204754_at",-2.08456240426533,3.69405722093388,-10.1518324675015,7.3928383256775e-18,5.03994308549149e-16,30.0278997805042
"224397_s_at",-2.33989570360694,3.47524024381818,-10.1366745780209,8.03723009237896e-18,5.46561635946293e-16,29.9452583862657
"209452_s_at",-2.16453530291637,7.87669162542975,-10.1363759518523,8.05047345893322e-18,5.46782156977856e-16,29.9436303491173
"266_s_at",4.19908928676181,11.3867180924628,10.1358024838855,8.07596656652588e-18,5.47833091842187e-16,29.9405039506125
